kicnumber|teff_lamost_lasp|teff_lamost_lasp_err|logg_lamost_lasp|logg_lamost_lasp_err|feh_lamost_lasp|feh_lamost_lasp_err|Lum_gaia|E_Lum|e_Lum
6359867|6025.19|36.54|4.081|0.06|0.208|0.035|3.5103644232599995|0.15792909995999999|0.150553726429
6363768|6011.71|30.66|4.324|0.051|0.05|0.028|1.58297868915|0.046631470458899996|0.0452850547936
6365076|6254.8|111.78|4.292|0.184|0.037|0.108|1.09282942783|0.0321769729099|0.0310559016926
6365080|6402.69|18.02|4.263|0.029|0.017|0.016|3.16975107598|0.114790964818|0.11031205597100001
6365421|6433.6|18.18|4.261|0.03|0.085|0.016|2.6558600588099996|0.0727105753925|0.0707564625045
6365943|6074.73|31.0|4.261|0.051|0.155|0.029|2.8080586416|0.10599901575|0.101943799151
6366501|6761.52|17.24|4.002|0.028|0.2|0.015|17.758559754700002|3.06699941463|2.4709662790999998
6367481|5315.97|115.13|4.627|0.189|0.333|0.112|0.588995220553|0.0202731040806|0.0195790795313
6368235|6092.12|136.71|4.285|0.225|0.254|0.132|2.5615150948400003|0.0839195604194|0.0810797932041
6368620|5806.2|17.68|3.921|0.029|0.017|0.016|4.493004492130001|0.164673070438|0.158381563655
6368779|5238.19|26.12|4.729|0.042|0.034|0.023|1.00031741741|0.024022965093200004|0.0233502645647
6368988|5245.64|35.2|4.696|0.058|-0.039|0.033|0.364579923559|0.0098544084346|0.00964609156375
6370015|5703.69|47.99|3.964|0.079|0.297|0.046|2.55111561812|0.0967968907605|0.0929390831072
6370196|6376.19|80.26|4.161|0.132|-0.183|0.077|7.82787442714|2.59154951863|1.7378080977900001
6371675|6033.02|44.99|4.443|0.074|0.049|0.043|1.31184567958|0.0648677035086|0.0613184953295
6372718|5788.97|57.54|3.789|0.095|-0.047|0.055|6.937959271860001|0.481556542019|0.444067947667
6374063|6220.88|29.22|3.924|0.048|0.212|0.028|10.925753365|0.634387732802|0.593382312192
6382428|6523.73|36.9|4.212|0.061|0.108|0.034|3.25812797263|0.123523628191|0.117980131403
6383133|6170.71|31.11|4.36|0.051|0.102|0.03|3.5615794200599997|0.197533434892|0.184639829054
6383347|6121.05|24.93|4.256|0.041|0.151|0.023|1.7681481527400003|0.06009845604090001|0.05815311622830001
6383654|6711.66|60.59|4.147|0.1|-0.175|0.058|3.65789216557|0.170541627192|0.16183266141799998
6385956|6236.93|19.64|4.28|0.032|-0.082|0.018|4.16222948143|0.18599017856|0.176750344339
6386598|6580.69|34.67|4.156|0.057|-0.039|0.033|3.29145733916|0.128441642035|0.122781097596
6387311|6663.39|17.67|4.015|0.029|-0.01|0.016|9.629290703210001|0.459836201541|0.43506798138999997
6387819|6435.87|18.08|4.216|0.03|-0.12|0.017|4.2628760333399995|0.232372300239|0.21801758760099998
6391896|5856.56|28.45|4.478|0.047|0.184|0.027|0.9543653914229999|0.024500743252500002|0.023812025019900002
6418986|4592.6|31.61|4.673|0.052|-0.064|0.029|0.35819897414499996|0.008233937320689999|0.00807902767471
6421450|4727.74|46.0|4.631|0.076|0.261|0.044|0.338019875098|0.00857185078226|0.00838740616332
6421480|5846.62|20.33|4.503|0.032|0.283|0.017|1.06581990871|0.029238616025400004|0.0282723399404
6422170|5430.28|27.75|4.698|0.046|0.014|0.026|0.942577260948|0.028687962057400002|0.027712779165400003
6422470|5327.98|21.41|4.606|0.035|-0.105|0.02|0.517413106068|0.013745875161600002|0.0134584587109
6423857|4187.95|53.45|4.22|0.088|-0.22|0.051|0.25019783187|0.00613399165804|0.0060098345286700005
6424551|5994.12|28.1|4.356|0.046|0.099|0.027|1.58867967688|0.04729129174840001|0.045866030967199996
6425358|6147.38|16.1|4.19|0.026|0.145|0.014|2.48658954041|0.0551748118888|0.0541584117676
6426453|4365.07|59.88|4.545|0.099|0.165|0.057|0.21831413765500002|0.00662976671294|0.00637931059077
6426507|5711.63|78.23|4.44|0.129|0.105|0.076|0.7267588393529999|0.017684452512|0.0171486980447
6428674|6249.35|12.83|4.243|0.02|-0.282|0.011|9.67650577021|0.334510675085|0.322521842234
6428971|5952.27|24.81|4.117|0.041|0.186|0.023|3.48967925066|0.20898107379099998|0.195223979943
6429185|4873.01|57.99|4.703|0.096|0.106|0.056|0.327239580397|0.00615509390628|0.00603434405959
6430019|5550.08|31.96|4.363|0.053|0.275|0.03|0.822366287608|0.028771352241599997|0.0276325674832
6430899|5352.44|31.3|4.442|0.052|0.147|0.03|0.873393053976|0.0183892625392|0.0179027730228
6431515|6177.9|16.72|4.31|0.027|-0.059|0.015|4.411620746830001|0.15838011596899998|0.152568579251
6431800|4633.46|34.09|4.714|0.056|-0.058|0.032|0.237187603159|0.0039009239197|0.0038552416735900003
6431832|6179.27|53.74|4.267|0.089|-0.462|0.051|3.1539275280799997|0.12262497115599999|0.11787940304300001
6435613|6162.62|20.05|4.119|0.033|0.02|0.018|3.6310263479300002|0.15594989205499998|0.149017869258
6437385|6123.99|21.89|4.112|0.03|0.097|0.018|23.966270048200002|1.13149390071|1.075276521
6437919|6031.69|21.37|4.065|0.035|0.247|0.02|4.166598888399999|0.146798031849|0.141902686067
6438333|5981.85|20.09|4.005|0.033|0.091|0.018|4.206482921559999|0.149776341861|0.144430039329
6441398|5408.16|46.62|4.545|0.077|0.14|0.045|0.654840590669|0.015037967477599999|0.014762157452200001
6441401|5919.8|23.87|4.16|0.039|0.031|0.022|2.59451402896|0.111282561233|0.10706021079900001
6441604|5709.4|24.54|4.222|0.04|0.337|0.023|3.44430884545|0.113646554627|0.109940775283
6442058|4644.78|63.44|4.729|0.104|0.047|0.061|0.24579218294100003|0.0052149223561499996|0.00510302318259
6444796|5700.77|26.25|4.503|0.043|0.062|0.025|0.901701790283|0.023758081905200002|0.0232852024972
6444851|6342.45|60.86|4.251|0.1|-0.021|0.059|2.15647853781|0.0845592735587|0.08112155991089999
6448262|6523.67|16.02|4.237|0.026|-0.039|0.015|4.4401915262900005|0.19038759079599998|0.181522617198
6449479|5552.54|76.88|4.543|0.127|-0.033|0.074|0.6680609783560001|0.0162784918016|0.0159800113118
6450960|6458.19|41.61|4.255|0.069|0.001|0.04|3.71180036297|0.16837338243500002|0.160641671922
6452015|4456.13|66.31|4.617|0.109|-0.107|0.064|0.203987579769|0.00520557619573|0.005090175816819999
6460857|6807.19|37.7|3.839|0.062|0.232|0.036|13.431804436300002|0.71279564307|0.675721586884
6461113|5933.97|37.28|4.391|0.062|-0.008|0.035|2.4456752724400004|0.158210705012|0.146550725225
6462423|6883.53|14.62|4.104|0.024|-0.175|0.013|4.77801224509|0.20724523080600002|0.197274146741
6463513|5289.14|60.94|4.639|0.1|0.201|0.059|0.530565615239|0.011830310178|0.0114938112854
6465289|5957.56|18.44|4.406|0.03|0.028|0.016|1.09774300704|0.028556339599900005|0.027723495526299997
6465597|6190.46|27.36|4.335|0.045|-0.098|0.026|1.69838827476|0.0634658872141|0.06108542801109999
6467116|6165.04|15.98|4.328|0.026|-0.018|0.014|1.8344577609200001|0.0473798387896|0.0462448067289
6467880|6296.03|23.81|4.346|0.039|-0.055|0.022|1.8537733814|0.0541924598582|0.0522524719273
6470598|4893.56|45.9|4.742|0.075|0.008|0.044|0.27428828764400004|0.0064667277956799996|0.006328704007249999
6470892|5947.75|16.23|4.26|0.026|-0.267|0.014|7.4419193335000005|0.561286991433|0.509317689541
6471229|6019.32|25.45|4.239|0.042|0.111|0.024|2.87591101898|0.242908745171|0.22015014124200002
6497820|4879.93|54.05|4.477|0.089|-0.033|0.052|0.6910248501690001|0.0289050986472|0.0278394304466
6500289|6059.98|13.85|3.862|0.023|-0.089|0.013|8.57208636808|0.39738472827|0.376695968606
6500531|5790.46|29.89|4.414|0.05|0.062|0.028|1.15600638616|0.029168209857400002|0.0285135583304
6501332|4906.11|43.69|4.733|0.072|0.177|0.042|0.34037873977099997|0.009334845076219999|0.00910949929968
6503138|6473.25|112.97|4.34|0.186|-0.151|0.109|3.0165254336299996|0.109995860611|0.106161115792
6503539|5095.86|36.76|4.624|0.061|0.3|0.034|0.423768299348|0.010721882755|0.0104874288463
6503862|5698.21|63.48|4.535|0.104|0.027|0.061|0.867300944072|0.0221340627093|0.021647583653899998
6504503|5454.93|34.83|4.348|0.057|0.327|0.033|0.748988539823|0.0159880500272|0.0155631968637
6504584|5268.61|31.58|4.705|0.052|0.075|0.03|0.428307350428|0.014226209859100001|0.0138351467325
6504806|5829.37|29.26|4.104|0.048|0.418|0.027|4.96156045915|0.492382261017|0.433974933772
6507207|6040.18|25.6|3.948|0.042|0.104|0.024|5.81344390268|0.201028484515|0.19396351735999998
6507334|6031.9|26.49|4.088|0.044|-0.193|0.025|7.4592392082300005|0.846671573156|0.7368025114710001
6507505|5542.16|46.35|4.599|0.076|0.006|0.044|0.633245955362|0.013354922758599999|0.013081364734200001
6508291|5824.48|44.68|4.315|0.074|0.009|0.043|2.8629628698799996|0.0764009735725|0.074537583753
6508787|5687.97|44.22|4.521|0.073|0.106|0.042|0.9831386592910001|0.0265999540652|0.025900868755799996
6510909|5622.42|31.67|4.686|0.052|0.019|0.03|1.1006968490200002|0.027737284277|0.027113764602200004
6511405|5586.15|37.83|4.498|0.063|0.15|0.036|0.8815383351839999|0.042621014149000006|0.0404042231645
6511785|6279.41|22.36|4.327|0.037|-0.022|0.021|2.1425589572|0.0430625128795|0.042115142242400004
6511799|6530.84|14.1|4.201|0.023|-0.006|0.012|2.83757887754|0.176611959792|0.16308766609099998
6516390|6176.22|23.68|4.073|0.039|0.225|0.022|4.102069912069999|0.13145830800799999|0.127311546435
6519961|5779.7|22.12|4.376|0.037|0.031|0.02|1.0699914847799998|0.02135014449|0.0209096560523
6521518|4792.64|38.34|4.702|0.063|-0.089|0.036|0.26459416035100003|0.004367017972350001|0.00430207848339
6521917|6162.44|12.0|4.392|0.019|0.009|0.01|4.62950976467|0.11602333872300001|0.11339426396400001
6522487|6154.6|21.0|4.361|0.035|-0.101|0.02|1.64464841052|0.052939949649|0.0513810855948
6523086|5874.0|22.38|4.424|0.037|-0.024|0.021|1.18866906966|0.0374716837562|0.0360843296981
6523265|6284.99|12.69|4.195|0.021|-0.048|0.012|3.3095167367400005|0.14321786495|0.13668803723200001
6523711|5966.1|25.4|3.814|0.042|-0.514|0.024|16.3542198525|1.40542995512|1.26403992731
6524037|5761.55|84.57|4.082|0.139|0.175|0.082|4.313424015530001|0.199816916215|0.18969269638300001
6524317|6238.57|27.4|3.949|0.045|-0.104|0.026|14.4929525205|1.18205416145|1.0685327582600002
6525025|6235.26|16.34|4.338|0.027|0.113|0.015|2.00734020975|0.0395762622796|0.0385038060714
6525281|5860.26|24.99|4.44|0.041|-0.038|0.023|2.50626864619|0.111265205657|0.10608109144899999
6526264|6132.85|23.4|3.956|0.039|0.233|0.022|7.503316311839999|0.38955802918399995|0.36667027039300004
6526545|6233.19|26.29|4.23|0.043|0.012|0.025|4.885808217719999|0.464081712651|0.412825028503
6527012|5535.41|25.08|4.551|0.037|0.207|0.02|0.624203087028|0.010789820357|0.010657122448799999
6528060|5599.9|56.12|3.724|0.092|0.118|0.054|10.499975543|0.432673256483|0.413240585984
6528535|5732.62|21.06|3.677|0.035|0.163|0.019|13.8695059757|0.677462623504|0.638792195452
6529483|5273.75|77.15|4.686|0.127|-0.136|0.074|0.501476174717|0.0257617103003|0.024365917769
6530236|5792.07|65.87|4.413|0.108|0.03|0.063|1.21188298359|0.0403543082747|0.0388838905889
6530561|5985.63|47.28|3.919|0.078|0.442|0.045|6.5929881216799995|0.323335478505|0.307008558945
6535050|5927.74|34.34|3.843|0.057|-0.283|0.032|17.9894187308|1.00906924729|0.940380806113
6541683|5887.99|20.28|4.476|0.033|-0.014|0.018|2.3055282891|0.0730880978187|0.0701706189694
6542321|6020.06|17.56|3.844|0.027|0.199|0.014|8.0014342362|0.289393217665|0.27839434029599996
6542322|6270.97|62.13|4.321|0.102|-0.07|0.06|1.9780390206099998|0.0516611481073|0.050138012244999995
6542790|6596.09|18.04|3.955|0.029|0.035|0.016|12.389880402200001|0.38180191701800004|0.36980764923799997
6543891|6304.03|15.51|4.14|0.025|0.155|0.013|6.60119128877|0.275173182252|0.262643998113
6544160|6085.17|17.79|4.147|0.029|-0.095|0.015|5.40209138898|0.329916895971|0.306146884427
6544482|5905.67|17.99|3.868|0.03|0.072|0.016|7.543969712439999|0.524393694127|0.48106856523100006
6545005|5732.17|24.87|4.534|0.041|0.318|0.023|0.9169477215590001|0.0214513597742|0.0208426604739
6547641|4990.17|63.13|4.358|0.104|-0.184|0.061|0.592239164204|0.0160721722512|0.015512531403900002
6549623|6736.8|25.39|4.016|0.042|0.042|0.024|7.9517321353499995|0.44894846820699996|0.422208427413
6550276|6477.2|24.35|4.192|0.04|-0.139|0.023|2.90873220967|0.11602743498700001|0.11094648195000001
6550387|5855.21|44.06|4.1|0.073|0.244|0.042|4.02802021771|0.180020727954|0.171306864084
6550516|5816.82|52.84|4.317|0.087|-0.07|0.051|1.1830044203499999|0.0330079703644|0.0319435325187
6579878|5351.48|62.72|4.639|0.103|0.088|0.061|0.496277311576|0.011471710473400001|0.011163506861700001
6584132|6176.67|24.15|4.393|0.04|-0.047|0.022|1.71103915007|0.0520021130067|0.0502547339236
6585228|6221.55|13.5|4.143|0.022|-0.035|0.012|3.7190207224800003|0.0899423462415|0.08786632048810002
6585265|5853.98|38.98|4.432|0.064|0.072|0.037|1.20761556989|0.0334730643906|0.0325338408932
6586078|5695.95|28.0|4.623|0.046|0.067|0.026|0.8628864880789999|0.018962603036700002|0.018500969781500003
6587075|6427.91|32.13|4.231|0.053|-0.13|0.03|2.70741491028|0.08492243967710002|0.0822161306749
6587130|5665.64|51.37|4.074|0.085|0.07|0.049|2.09201137967|0.0636835002492|0.0612688634507
6587236|6045.17|14.81|3.872|0.024|-0.246|0.013|10.4039430748|0.38383110507|0.36919765823600004
6590052|6342.06|11.96|4.103|0.019|-0.006|0.01|4.6919451099|0.110128803957|0.107676642206
6590155|5494.42|68.94|4.625|0.113|0.016|0.066|0.611579521583|0.013145750836|0.0128061519292
6590829|5154.7|73.16|4.475|0.12|-0.193|0.071|0.955975543284|0.0185759371838|0.018278505552
6591017|4669.84|66.4|4.683|0.109|-0.074|0.064|0.275676185355|0.00791044421444|0.00768643296124
6592305|6097.8|15.42|3.928|0.022|0.111|0.013|6.66694782109|0.119899637881|0.11820589527799999
6592652|5881.44|25.81|4.367|0.042|-0.045|0.024|1.25751345669|0.04523981647940001|0.0436759645744
6592772|6481.11|15.08|4.196|0.024|0.026|0.013|3.17384216061|0.0652513032606|0.0638589072035
6592892|5504.89|31.04|4.505|0.051|-0.388|0.029|0.623818308931|0.009895630677860002|0.00973126061034
6593559|5804.25|27.55|4.463|0.045|-0.013|0.026|1.01008629768|0.021024101209900004|0.0206827367398
6593845|6086.06|35.65|4.474|0.059|0.053|0.034|2.00180419948|0.0833470404654|0.07954222532960001
6594104|6148.26|22.1|4.117|0.037|-0.098|0.021|3.52836381675|0.135462752047|0.130059104941
6594262|5383.06|27.78|4.634|0.046|0.273|0.026|1.12295306403|0.0250879215197|0.024520778668
6595043|5624.74|27.53|4.515|0.046|0.1|0.025|0.848656412968|0.015112014602299998|0.014910373645600002
6595167|6263.61|19.29|4.351|0.031|0.062|0.018|3.7456480677|0.13488015358799998|0.129728211029
6599993|5954.73|21.49|4.067|0.036|0.108|0.019|3.9648968529000004|0.109220096746|0.106074983079
6600155|5950.4|16.42|4.375|0.023|-0.032|0.013|1.41502245498|0.0180952651977|0.0179304480908
6600158|5913.68|15.92|4.406|0.025|0.17|0.013|1.67517448257|0.0841559964496|0.0792185561819
6600477|6372.38|14.47|4.28|0.022|-0.061|0.012|2.15509121535|0.0385172069413|0.0379534628874
6600686|6251.1|17.94|4.097|0.029|0.364|0.016|4.10839699552|0.142538120963|0.137210810482
6605949|6389.23|21.24|4.159|0.035|0.047|0.02|4.046836562019999|0.1651823239|0.15827127819
6606867|5327.47|106.37|4.494|0.175|-0.408|0.103|0.869682683686|0.0238304366433|0.0232226985612
6607150|6139.3|19.11|4.429|0.029|0.273|0.016|2.39045250277|0.0609979094099|0.0595981924147
6608590|5752.48|14.93|3.758|0.024|0.199|0.013|9.07569907223|0.349924183156|0.33592739861000004
6608856|6331.96|13.78|4.074|0.023|-0.196|0.012|4.3824963885|0.17075862018|0.163644143947
6609683|5491.59|58.39|4.409|0.096|0.104|0.056|0.991105943129|0.0691017715925|0.06395011083089999
6609879|5817.41|88.1|4.285|0.145|0.273|0.085|1.34163822202|0.0566931389226|0.054304492016199996
6610693|6408.92|35.97|4.17|0.059|0.322|0.034|4.53822435059|0.19466586299199998|0.186246209738
6611022|6163.16|19.09|4.34|0.032|-0.136|0.017|3.22611209505|0.135421681491|0.129634122678
6611650|4969.44|65.68|4.741|0.108|0.049|0.063|0.652640088577|0.015621417487399999|0.0152329354431
6614386|6373.19|53.29|4.139|0.088|0.131|0.051|4.19867878216|0.162466839161|0.155660376668
6615432|5342.82|28.04|4.507|0.046|0.179|0.026|0.6339947608550001|0.00982882491766|0.009634325751510001
6615697|6059.65|64.08|4.451|0.106|0.295|0.062|3.2934574215400003|0.445337845207|0.37408061142899995
6619885|6882.59|35.62|4.072|0.059|-0.054|0.033|14.4218128573|1.19355617866|1.0734463520100002
6620065|6158.57|14.11|4.303|0.023|-0.011|0.012|3.9304813363099997|0.145673191737|0.139962214513
6620073|6315.6|124.77|4.14|0.205|0.041|0.121|3.00135240428|0.0707821706314|0.0691641268652
6627759|5777.84|32.47|4.606|0.054|0.226|0.03|0.897248003441|0.0232236646955|0.0224755044108
6628338|5566.88|43.89|4.645|0.072|-0.006|0.042|0.60874929087|0.0158579194427|0.015413587513899998
6629456|5544.04|137.99|4.597|0.227|-0.077|0.134|0.502093397005|0.012172415265600001|0.011824798955
6629800|6287.41|105.24|4.22|0.173|-0.157|0.102|3.3128515228500004|0.15245859148|0.145352316246
6630032|5883.91|24.96|4.579|0.041|0.187|0.023|0.932143654912|0.023723733371799997|0.022981869640900005
6630131|6685.21|145.34|4.167|0.239|-0.093|0.141|5.10683061444|0.23814908429099998|0.226170628158
6631106|6922.0|19.43|4.067|0.032|-0.081|0.018|6.77814742916|0.677118317463|0.592961849543
6632793|6656.75|47.3|3.996|0.078|0.031|0.046|8.24416935853|0.5534395758699999|0.5090148659920001
6635021|6961.48|30.97|4.018|0.051|-0.117|0.029|20.0378291952|2.7815359903400005|2.32212031243
6636266|5283.54|29.72|4.634|0.049|0.315|0.027|0.511053929676|0.012494465074|0.0121540447948
6665390|5807.3|15.27|4.165|0.025|-0.662|0.014|2.6582131752500002|0.060523983112500006|0.05915150828869999
6669790|5489.29|112.31|4.533|0.185|-0.04|0.109|0.818708003084|0.022194970590599997|0.021651371018400003
6670128|4750.13|55.3|4.544|0.091|0.008|0.053|0.30943099301800003|0.00593886278999|0.005820442970330001
6672090|6069.39|20.86|4.341|0.034|-0.204|0.019|1.4269792353|0.0350013231905|0.0341404313971
6672416|5415.18|37.53|4.637|0.062|0.189|0.036|0.5321633661540001|0.0216310879873|0.020797456742799997
6672652|5185.28|60.41|4.74|0.099|-0.023|0.058|0.373088322195|0.007189664917500001|0.00707512779404
6672874|5594.03|49.83|3.896|0.082|-0.06|0.048|6.53113703744|0.241342829702|0.232008070321
6672945|5618.13|29.19|4.462|0.048|-0.186|0.027|0.823668498625|0.014962705305099999|0.014718273048399998
6675936|5415.64|29.47|4.61|0.049|0.146|0.028|0.587932433052|0.00923415367013|0.00902442483273
6675953|5497.74|40.32|4.176|0.066|0.335|0.039|1.3708436017899999|0.0333390069503|0.0323567962732
6676296|5703.46|35.91|4.464|0.059|0.004|0.034|0.916442927271|0.041029972173300004|0.039116604255800005
6676338|5919.21|26.74|4.289|0.044|0.201|0.025|1.93497064648|0.088111621991|0.0844858648265
6676643|5234.11|101.0|4.595|0.166|0.009|0.098|0.975172686064|0.0291299941093|0.0282958478485
6677318|6165.71|34.67|4.335|0.057|0.022|0.033|1.82229765802|0.05174660770330001|0.050378231125499995
6677616|5726.61|30.99|4.104|0.051|0.323|0.029|2.39497931821|0.140321709922|0.131290222954
6678230|6044.09|16.24|4.098|0.026|-0.054|0.014|3.55922476885|0.118498819217|0.11413857284000002
6678588|4318.97|68.57|4.69|0.113|-0.517|0.066|0.130374431691|0.00153421082061|0.00151581525796
6680396|5596.26|25.76|4.527|0.042|0.011|0.024|0.717226634486|0.011462758411100001|0.011314716658900001
6681173|5735.1|22.51|4.467|0.037|0.005|0.021|0.9695899129119999|0.019120644178400002|0.018762345891
6681452|5820.96|60.53|4.506|0.1|0.148|0.058|1.0287986967|0.0229815180467|0.0225401300038
6685629|5606.35|37.67|4.616|0.062|0.007|0.036|1.39383045667|0.0482014103577|0.0464485149866
6688581|5825.03|17.23|4.374|0.028|0.235|0.015|2.418018325|0.0534463368893|0.0523014834523
6689030|5621.64|24.29|4.617|0.04|0.03|0.023|0.6973849999449999|0.0140467685644|0.0137372418579
6689943|6037.05|12.91|4.182|0.018|0.03|0.01|3.1216973742299996|0.05117854650780001|0.050751151910899996
6690428|5865.3|23.44|4.382|0.039|0.161|0.022|1.44436921058|0.0480311233653|0.0465342379134
6691449|5752.19|25.52|4.491|0.042|-0.188|0.024|0.925763041716|0.027020180002399998|0.0261660255901
6691605|6393.85|35.24|3.998|0.058|0.066|0.033|9.668588721779999|0.44058194724399996|0.418419374049
6692180|5210.87|47.52|3.865|0.078|0.53|0.045|2.73550659736|0.136724276195|0.12962823568499998
6692779|5554.8|23.09|4.535|0.038|-0.214|0.021|0.655377952473|0.0171553369607|0.016721254920299997
6693212|6246.13|35.25|4.279|0.058|-0.076|0.034|4.0544337148|0.25146794090700003|0.234553292605
6694049|6358.84|14.27|3.905|0.022|-0.215|0.012|29.813142911|2.20399642777|2.0062198383400003
6700378|6145.3|26.54|4.254|0.044|0.086|0.025|2.16132250085|0.05765059478469999|0.05620387394069999
6701699|5680.64|105.16|4.188|0.173|-0.177|0.102|1.22104338081|0.044008426336500005|0.0420666521174
6701770|6374.15|80.75|4.041|0.133|-0.003|0.078|4.83824446365|0.217193514743|0.206348863925
